Month,Year,Corporate Entity,Pipeline Name,Key Point,Latitude,Longitude,Direction of Flow,Trade Type,Product,Throughput 1000 m3/d,Capacity (1000 m3/d),Reason for variance from nameplate capacity
7,2013,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
7,2013,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,8,not available,not available
8,2013,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,18,not available,not available
8,2013,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
8,2013,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,7,not available,not available
8,2013,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
8,2013,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,8,not available,not available
8,2013,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
8,2013,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,8,not available,not available
9,2013,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,18,not available,not available
9,2013,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,1,not available,not available
9,2013,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,6,not available,not available
9,2013,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
9,2013,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,10,not available,not available
9,2013,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
9,2013,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,7,not available,not available
10,2013,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,17,not available,not available
10,2013,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
10,2013,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,5,not available,not available
10,2013,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
10,2013,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,7,not available,not available
10,2013,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,2,not available,not available
10,2013,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,8,not available,not available
11,2013,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,18,not available,not available
11,2013,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,1,not available,not available
11,2013,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,7,not available,not available
11,2013,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
11,2013,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,8,not available,not available
11,2013,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
11,2013,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,7,not available,not available
12,2013,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,19,not available,not available
12,2013,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,1,not available,not available
12,2013,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,6,not available,not available
12,2013,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
12,2013,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,9,not available,not available
12,2013,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,4,not available,not available
12,2013,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,5,not available,not available
1,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,17,not available,not available
1,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,1,not available,not available
1,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,6,not available,not available
1,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
1,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,8,not available,not available
1,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
1,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,11,not available,not available
2,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,22,not available,not available
2,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
2,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,3,not available,not available
2,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
2,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,9,not available,not available
2,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
2,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,7,not available,not available
3,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,21,not available,not available
3,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,1,not available,not available
3,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,6,not available,not available
3,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
3,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,9,not available,not available
3,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,2,not available,not available
3,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,9,not available,not available
4,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,26,not available,not available
4,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,1,not available,not available
4,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,6,not available,not available
4,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
4,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,8,not available,not available
4,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,4,not available,not available
4,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,2,not available,not available
5,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,23,not available,not available
5,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,1,not available,not available
5,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,6,not available,not available
5,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
5,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,8,not available,not available
5,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
5,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,10,not available,not available
6,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,19,not available,not available
6,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,2,not available,not available
6,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,7,not available,not available
6,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
6,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,9,not available,not available
6,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,1,not available,not available
6,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,9,not available,not available
7,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,21,not available,not available
7,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,2,not available,not available
7,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,6,not available,not available
7,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
7,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,8,not available,not available
7,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,2,not available,not available
7,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,10,not available,not available
8,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,21,not available,not available
8,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,3,not available,not available
8,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,7,not available,not available
8,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
8,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,9,not available,not available
8,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
8,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,8,not available,not available
9,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,21,not available,not available
9,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,3,not available,not available
9,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,7,not available,not available
9,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
9,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,7,not available,not available
9,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
9,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,8,not available,not available
10,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,21,not available,not available
10,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,4,not available,not available
10,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,7,not available,not available
10,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
10,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,8,not available,not available
10,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
10,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,5,not available,not available
11,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,21,not available,not available
11,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,1,not available,not available
11,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,7,not available,not available
11,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
11,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,10,not available,not available
11,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,2,not available,not available
11,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,6,not available,not available
12,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,22,not available,not available
12,2014,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
12,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,7,not available,not available
12,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
12,2014,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,9,not available,not available
12,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,5,not available,not available
12,2014,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,4,not available,not available
1,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,23,not available,not available
1,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
1,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,7,not available,not available
1,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
1,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,10,not available,not available
1,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,1,not available,not available
1,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,7,not available,not available
2,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,21,not available,not available
2,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,4,not available,not available
2,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,5,not available,not available
2,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
2,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,9,not available,not available
2,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,1,not available,not available
2,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,9,not available,not available
3,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,26,not available,not available
3,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,3,not available,not available
3,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,1,not available,not available
3,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
3,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,12,not available,not available
3,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,3,not available,not available
3,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,5,not available,not available
4,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,27,not available,not available
4,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
4,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,6,not available,not available
4,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
4,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,10,not available,not available
4,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,2,not available,not available
4,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,6,not available,not available
5,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,28,not available,not available
5,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
5,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,8,not available,not available
5,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
5,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,13,not available,not available
5,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
5,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,5,not available,not available
6,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,24,not available,not available
6,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,3,not available,not available
6,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,8,not available,not available
6,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
6,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,9,not available,not available
6,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,4,not available,not available
6,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,2,not available,not available
7,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,29,not available,not available
7,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,1,not available,not available
7,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,9,not available,not available
7,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
7,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,9,not available,not available
7,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,1,not available,not available
7,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,4,not available,not available
8,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,33,not available,not available
8,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
8,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,8,not available,not available
8,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
8,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,9,not available,not available
8,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,2,not available,not available
8,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,1,not available,not available
9,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,30,not available,not available
9,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
9,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,9,not available,not available
9,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
9,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,4,not available,not available
9,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,4,not available,not available
9,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,2,not available,not available
10,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,31,not available,not available
10,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
10,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,9,not available,not available
10,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
10,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,6,not available,not available
10,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,2,not available,not available
10,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,2,not available,not available
11,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,29,not available,not available
11,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
11,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,9,not available,not available
11,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
11,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,8,not available,not available
11,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
11,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,3,not available,not available
12,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,24,not available,not available
12,2015,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,2,not available,not available
12,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,8,not available,not available
12,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
12,2015,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,8,not available,not available
12,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
12,2015,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,8,not available,not available
1,2016,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,25,not available,not available
1,2016,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,5,not available,not available
1,2016,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,8,not available,not available
1,2016,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
1,2016,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,9,not available,not available
1,2016,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
1,2016,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,4,not available,not available
2,2016,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,31,not available,not available
2,2016,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
